REPORT_DATE,PLATFORM_ID,PLATFORM,PARTNER_NAME,BUYER_NAME,SOURCE,ADVERTISER_NAME,PUBLISHER,AD_ACCOUNT_ID,CAMPAIGN_ID,CAMPAIGN_NAME,CAMPAIGN_START_DATE,CAMPAIGN_END_DATE,DEVICE,AD_FORMAT,COUNTRY_DATA,COUNTRY_USE,DATA_PROVIDER_ID,LIVERAMP_SEGMENT_ID,SEGMENT_NAME,GROSS_DATA_CPM,NET_CPM,IMPRESSIONS,CLICKS,GROSS_MEDIA_SPEND,TOTAL_DATA_REVENUE_EARNED,DATA_PROVIDER_REVENUE,LIVERAMP_REVENUE,DATA_USE,DATA_TYPE,DATA_PROVIDER,REV_SHARE_PREMIUM_BASIC,CONVERSIONS,ATTRIBUTABLE_REVENUE,AOFT,SOURCE_ID,UPLOAD_DATE
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,436976545,,11/1/16,1/18/38,,,USA,,,1001013579,ShareThis > Health > Nutrition > Vitamins & Supplements,,0.95,2619,0,,2.49,2.12,0.37,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Glassdoor Inc,,,,,439922424,,11/17/17,1/18/38,,,USA,,,1001012749,ShareThis > Business & Industrial > Business Operations > Business Plans & Presentations,,0.95,3276,3,,2.49,2.12,0.37,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,436977166,,11/1/16,1/18/38,,,USA,,,1001009199,ShareThis > Sports > Winter Sports > Skiing & Snowboarding,,0.95,2647,0,,2.51,2.13,0.38,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Digital First Media,,,,,436974703,,1/30/17,1/18/38,,,USA,,,1001012359,ShareThis > Arts & Entertainment > Performing Arts > Opera,,0.95,3356,2,,2.55,2.17,0.38,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,439923045,,11/1/16,1/18/38,,,USA,,,1001013219,ShareThis > Food & Drink > Beverages > Coffee & Tea,,0.95,2702,0,,2.57,2.18,0.39,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,436976800,,11/1/16,1/18/38,,,USA,,,1001010109,ShareThis > Law & Government > Military > Army,,0.95,2867,0,,2.72,2.31,0.41,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,427271076,,10/14/16,1/18/38,,,USA,,,1001004309,ShareThis > Interest from Social Activity > Holiday > Cyber Monday Shoppers,,1.1,2495,0,,2.74,2.33,0.41,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,436977205,,11/1/16,1/18/38,,,USA,,,1001009119,ShareThis > Travel > Tourist Destinations > Mountain & Ski Resorts,,0.95,3291,0,,3.13,2.66,0.47,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,445041133,,12/5/16,1/18/38,,,USA,,,1001142639,ShareThis_US > Interest from Social Activity > Superbowl > Beer Buyers > 1,,1.1,2923,0,,3.22,2.74,0.48,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,This Old House,,,,,436976665,,5/14/18,1/18/38,,,USA,,,1001013799,ShareThis > Home & Garden > Home Improvement > Plumbing,,0.95,4316,1,,3.28,2.79,0.49,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,475411244,,5/16/17,1/18/38,,,USA,,,1001374529,ShareThis > Seasonal > Back to School > Athletes,,0.95,3488,0,,3.31,2.81,0.5,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Bid Manager Partner 207,,,,,578989051,,4/23/18,1/18/38,,,USA,,,1003089456,ShareThis > Interest from Social Data > Ben & Jerry's > Vertical > Word Games,,0.95,3529,0,,3.35,2.85,0.5,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,439923876,,11/1/16,1/18/38,,,USA,,,1001009559,ShareThis > Science > Mathematics > Statistics,,0.95,3582,0,,3.4,2.89,0.51,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,436977007,,11/1/16,1/18/38,,,USA,,,1001014469,ShareThis > People & Society > Social Sciences > Psychology,,0.95,3669,0,,3.49,2.97,0.52,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,439924071,,11/1/16,1/18/38,,,USA,,,1001015129,ShareThis > Travel > Tourist Destinations > Lakes & Rivers,,0.95,3718,0,,3.53,3,0.53,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Forum Communications Company -DFP/DSM,,,,,437687960,,7/27/17,1/18/38,,,USA,,,1001013749,ShareThis > Home & Garden > Gardening & Landscaping,,0.95,4643,5,,3.53,3,0.53,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,437688413,,11/1/16,1/18/38,,,USA,,,1001015139,ShareThis > Travel > Tourist Destinations > Regional Parks & Gardens,,0.95,3733,0,,3.55,3.02,0.53,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Bid Manager Partner 207,,,,,577365749,,4/23/18,1/18/38,,,USA,,,1003089576,ShareThis > Interest from Social Data > Ben & Jerry's > Vertical > Local News,,0.95,3781,0,,3.59,3.05,0.54,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,436975648,,11/1/16,1/18/38,,,USA,,,1001012699,ShareThis > Business & Industrial > Advertising & Marketing,,0.95,3837,0,,3.65,3.1,0.55,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,437687960,,11/1/16,1/18/38,,,USA,,,1001013749,ShareThis > Home & Garden > Gardening & Landscaping,,0.95,3945,0,,3.75,3.19,0.56,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Glassdoor Inc,,,,,436975738,,5/7/18,1/18/38,,,USA,,,1001012849,ShareThis > Business & Industrial > Hospitality Industry > Event Planning,,0.95,5003,0,,3.8,3.23,0.57,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,437686568,,11/1/16,1/18/38,,,USA,,,1001012489,ShareThis > Autos & Vehicles > Vehicle Brands > Ferrari,,0.95,4185,0,,3.98,3.38,0.6,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,437686685,,11/1/16,1/18/38,,,USA,,,1001012549,ShareThis > Autos & Vehicles > Vehicle Maintenance,,0.95,4195,0,,3.99,3.39,0.6,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,437687384,,11/1/16,1/18/38,,,USA,,,1001011019,ShareThis > Food & Drink > Cooking & Recipes,,0.95,4388,0,,4.17,3.54,0.63,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Glassdoor Inc,,,,,439923873,,2/13/18,1/18/38,,,USA,,,1001009569,ShareThis > Science > Engineering & Technology,,0.95,5666,2,,4.31,3.66,0.65,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,437687963,,11/1/16,1/18/38,,,USA,,,1001013759,ShareThis > Home & Garden > Home Furnishings > Lamps & Lighting,,0.95,4551,0,,4.32,3.67,0.65,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,436976686,,11/1/16,1/18/38,,,USA,,,1001010429,ShareThis > Home & Garden > Kitchen & Dining > Major Kitchen Appliances,,0.95,4544,0,,4.32,3.67,0.65,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,436975390,,11/1/16,1/18/38,,,USA,,,1001012459,ShareThis > Autos & Vehicles > Motorcycles,,0.95,5014,0,,4.76,4.05,0.71,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,436976587,,11/1/16,1/18/38,,,USA,,,1001013609,ShareThis > Health > Public Health > Occupational Health & Safety,,0.95,5051,0,,4.8,4.08,0.72,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,439923807,,11/1/16,1/18/38,,,USA,,,1001014409,ShareThis > People & Society > Seniors & Retirement,,0.95,5350,0,,5.08,4.32,0.76,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,436976872,,11/1/16,1/18/38,,,USA,,,1001009349,ShareThis > Sports > Extreme Sports,,0.95,5443,0,,5.17,4.39,0.78,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,439923291,,11/1/16,1/18/38,,,USA,,,1001010759,ShareThis > Health > Health Conditions > Cold & Flu,,0.95,5830,0,,5.54,4.71,0.83,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,upgrade_30117,,,,,436976626,,5/7/18,1/18/38,,,USA,,,1001010539,ShareThis > Hobbies & Leisure > Special Occasions > Weddings,,0.95,7283,1,,5.54,4.71,0.83,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,This Old House,,,,,439923873,,5/14/18,1/18/38,,,USA,,,1001009569,ShareThis > Science > Engineering & Technology,,0.95,7320,4,,5.56,4.73,0.83,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,STrib,,,,,439922931,,3/2/17,1/18/38,,,USA,,,1001011119,ShareThis > Finance > Financial Planning & Management,,0.95,7355,0,,5.59,4.75,0.84,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Digital First Media,,,,,437685962,,1/30/17,1/18/38,,,USA,,,1001012329,ShareThis > Arts & Entertainment > Performing Arts,,0.95,7625,3,,5.8,4.93,0.87,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,437687978,,11/1/16,1/18/38,,,USA,,,1001010469,ShareThis > Home & Garden > Home Improvement > Flooring,,0.95,6577,0,,6.25,5.31,0.94,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,460669371,,2/19/17,1/18/38,,,USA,,,1001290239,ShareThis > Business & Industrial > Aerospace & Defense,,0.95,6636,0,,6.3,5.36,0.95,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,439923867,,11/1/16,1/18/38,,,USA,,,1001014649,ShareThis > Science > Biological Sciences > Neuroscience,,0.95,6931,0,,6.58,5.59,0.99,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,437686895,,11/1/16,1/18/38,,,USA,,,1001012759,ShareThis > Business & Industrial > Business Operations > Management,,0.95,6943,0,,6.6,5.61,0.99,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,425128349,,10/14/16,1/18/38,,,USA,,,1000903669,ShareThis > Interest from Social Activity > Political > Candidate > Clinton Supporters,,1.1,6094,0,,6.7,5.7,1.01,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Government Executive,,,,,436976896,,4/11/18,1/18/38,,,USA,,,1001014169,ShareThis > Law & Government > Public Safety > Law Enforcement,,0.95,8905,5,,6.77,5.75,1.02,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Economist 2 - DFP (XFP),,,,,439923873,,4/11/18,1/18/38,,,USA,,,1001009569,ShareThis > Science > Engineering & Technology,,0.95,8920,8,,6.78,5.76,1.02,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,439923813,,11/1/16,1/18/38,,,USA,,,1001014449,ShareThis > People & Society > Social Issues & Advocacy > Poverty & Hunger,,0.95,7147,0,,6.79,5.77,1.02,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,436974172,,11/1/16,1/18/38,,,USA,,,1001011709,ShareThis > Autos & Vehicles > Vehicle Codes & Driving Laws > Vehicle Licensing & Registration,,0.95,7260,0,,6.9,5.87,1.04,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,436977082,,11/1/16,1/18/38,,,USA,,,1001009629,ShareThis > Reference > Libraries & Museums > Museums,,0.95,7283,0,,6.92,5.88,1.04,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,436975759,,11/1/16,1/18/38,,,USA,,,1001012819,ShareThis > Business & Industrial > Energy & Utilities,,0.95,7329,0,,6.96,5.92,1.04,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,439923996,,11/1/16,1/18/38,,,USA,,,1001015159,ShareThis > Travel > Travel Guides & Travelogues,,0.95,7359,0,,6.99,5.94,1.05,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,437688221,,11/1/16,1/18/38,,,USA,,,1001014529,ShareThis > Pets & Animals > Pets > Reptiles & Amphibians,,0.95,7538,0,,7.16,6.09,1.07,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Glassdoor Inc,,,,,436976647,,2/14/17,1/18/38,,,USA,,,1001013839,ShareThis > Home & Garden > Nursery & Playroom,,0.95,9795,0,,7.44,6.32,1.12,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Veremedia,,,,,437687819,,3/29/18,1/18/38,,,USA,,,1001010689,ShareThis > Health > Nursing,,0.95,10590,2,,8.05,6.84,1.21,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,436975582,,11/1/16,1/18/38,,,USA,,,1001012649,ShareThis > Beauty & Fitness > Fitness > Yoga & Pilates,,0.95,8567,0,,8.14,6.92,1.22,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,437683454,,11/1/16,1/18/38,,,USA,,,1001012159,ShareThis > Arts & Entertainment > Events & Listings > Event Ticket Sales,,0.95,8641,0,,8.21,6.98,1.23,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Digital First Media,,,,,437685992,,11/10/16,1/18/38,,,USA,,,1001012339,ShareThis > Arts & Entertainment > Performing Arts > Broadway & Musical Theater,,0.95,10966,5,,8.33,7.08,1.25,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,439924023,,11/1/16,1/18/38,,,USA,,,1001015079,ShareThis > Travel > Cruises & Charters,,0.95,8785,0,,8.35,7.1,1.25,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Bangor Daily News [OpsCo] - DFP,,,,,437684873,,5/11/18,1/18/38,,,USA,,,1001012049,ShareThis > Arts & Entertainment > Humor > Live Comedy,,0.95,11063,12,,8.41,7.15,1.26,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,477077716,,5/23/17,1/18/38,,,USA,,,1001512076,ShareThis > Interest in Social Activity > Food & Drink > Cooking & Recipes > BBQ & Grilling,,0.7,12647,0,,8.85,7.52,1.33,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,439923852,,11/1/16,1/18/38,,,USA,,,1001014639,ShareThis > Science > Biological Sciences > Anatomy,,0.95,9361,0,,8.89,7.56,1.33,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Bid Manager Partner 479,,,,,589925845,,5/4/18,1/18/38,,,USA,,,1003161499,ShareThis > Interest from Social Activity > Sanofi > Custom > Allergy Triggers,,1.25,7522,0,,9.4,7.99,1.41,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,457948417,,2/19/17,1/18/38,,,USA,,,1001290059,ShareThis > Arts & Entertainment > Entertainment Industry,,0.95,10340,0,,9.82,8.35,1.47,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,455327374,,2/6/17,1/18/38,,,USA,,,1001266469,ShareThis > Science > Biological Sciences,,0.95,10335,0,,9.82,8.35,1.47,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,STrib,,,,,439922910,,3/2/17,1/18/38,,,USA,,,1001013139,ShareThis > Finance > Financial Planning & Management > Asset & Portfolio Management,,0.95,13099,1,,9.96,8.47,1.49,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,437688362,,11/1/16,1/18/38,,,USA,,,1001009289,ShareThis > Sports > Sporting Goods > Equestrian Equipment & Tack,,0.95,10580,0,,10.05,8.54,1.51,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Bid Manager Partner 191,,,,,543671654,,2/20/18,1/18/38,,,USA,,,1002846796,ShareThis > Interest from Social Activity > State Farm > Life Event > Home Buying,,0.95,10611,0,,10.08,8.57,1.51,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,439922535,,11/1/16,1/18/38,,,USA,,,1001011419,ShareThis > Business & Industrial > Energy & Utilities > Renewable & Alternative Energy,,0.95,10620,0,,10.09,8.58,1.51,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,436976626,,11/1/16,1/18/38,,,USA,,,1001010539,ShareThis > Hobbies & Leisure > Special Occasions > Weddings,,0.95,10942,0,,10.39,8.83,1.56,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,436976566,,11/1/16,1/18/38,,,USA,,,1001010659,ShareThis > Health > Pharmacy,,0.95,11251,0,,10.69,9.09,1.6,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,436975480,,11/1/16,1/18/38,,,USA,,,1001012559,ShareThis > Autos & Vehicles > Vehicle Parts & Accessories > Engine & Transmission,,0.95,11363,0,,10.79,9.17,1.62,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Bangor Daily News [OpsCo] - DFP,,,,,437688194,,5/16/18,1/18/38,,,USA,,,1001014509,ShareThis > Pets & Animals > Pets > Birds,,0.95,14234,0,,10.82,9.2,1.62,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,436975849,,11/1/16,1/18/38,,,USA,,,1001012879,ShareThis > Business & Industrial > Transportation & Logistics,,0.95,11661,0,,11.08,9.42,1.66,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Forbes- DFP,,,,,437686886,,12/11/17,1/18/38,,,USA,,,1001011499,ShareThis > Business & Industrial > Business Operations > Human Resources,,0.95,15032,8,,11.42,9.71,1.71,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Bid Manager Advertiser 1061531,,,,,531833834,,12/19/17,1/18/38,,,USA,,,1002660386,ShareThis > ShareThis > Interest from Social Activity > Morgan Stanley > Vertical > Luxury Goods > 1,,0.95,12368,0,,11.75,9.99,1.76,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,436976908,,11/1/16,1/18/38,,,USA,,,1001014339,ShareThis > People & Society > Family & Relationships > Marriage,,0.95,12405,0,,11.78,10.01,1.77,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,436977061,,11/1/16,1/18/38,,,USA,,,1001009719,ShareThis > Real Estate > Apartments & Residential Rentals,,0.95,13159,0,,12.5,10.63,1.88,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Bid Manager Partner 479,,,,,591103317,,5/4/18,1/18/38,,,USA,,,1003161489,ShareThis > Interest from Social Activity > Sanofi > Vertical > Allergies,,0.95,13455,0,,12.78,10.86,1.92,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,458066531,,2/19/17,1/18/38,,,USA,,,1001290109,ShareThis > Arts & Entertainment > Music & Audio > Rock Music,,0.95,14609,0,,13.88,11.8,2.08,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Bid Manager Advertiser 2522149,,,,,538086561,,4/4/18,1/18/38,,,USA,,,1002704636,ShareThis > Interest from Social Activity > MSFT Edge > Custom > Video Streaming,,1,13989,0,,13.99,11.89,2.1,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Digital First Media,,,,,436973758,,4/25/18,1/18/38,,,USA,,,1001012079,ShareThis > Arts & Entertainment > Events & Listings > Food & Beverage Events,,0.95,18643,5,,14.17,12.04,2.13,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,437687507,,11/1/16,1/18/38,,,USA,,,1001010909,ShareThis > Food & Drink > Food > Organic & Natural Foods,,0.95,15744,0,,14.96,12.72,2.24,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Fusion Media Group,,,,,436975915,,2/1/18,1/18/38,,,USA,,,1001011289,ShareThis > Computers & Electronics > Consumer Electronics > Gadgets & Portable Electronics,,0.95,19855,8,,15.09,12.83,2.26,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Bid Manager Partner 207,,,,,577365719,,4/23/18,1/18/38,,,USA,,,1003089596,ShareThis > Interest from Social Data > Ben & Jerry's > Vertical > Gossip & Tabloid News,,0.95,15914,0,,15.12,12.85,2.27,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Vevo - DFP,,,,,439923783,,1/18/18,1/18/38,,,USA,,,1001009939,ShareThis > People & Society > Ethnic & Identity Groups > Asians & Diaspora,,0.95,20109,10,,15.28,12.99,2.29,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,436975573,,11/1/16,1/18/38,,,USA,,,1001012619,ShareThis > Beauty & Fitness > Face & Body Care > Unwanted Body & Facial Hair Removal,,0.95,16427,0,,15.61,13.27,2.34,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,439923609,,11/1/16,1/18/38,,,USA,,,1001010309,ShareThis > Jobs & Education > Education > Academic Conferences & Publications,,0.95,16745,0,,15.91,13.52,2.39,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,439922910,,11/1/16,1/18/38,,,USA,,,1001013139,ShareThis > Finance > Financial Planning & Management > Asset & Portfolio Management,,0.95,16841,0,,16,13.6,2.4,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Bid Manager Advertiser 1061531,,,,,531833843,,12/19/17,1/18/38,,,USA,,,1002660436,ShareThis > ShareThis > Interest from Social Activity > Morgan Stanley > Vertical > Business Finance > 1,,0.95,17257,0,,16.39,13.93,2.46,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,460669365,,2/19/17,1/18/38,,,USA,,,1001290199,ShareThis > Autos & Vehicles > Vehicle Codes & Driving Laws > Vehicle & Traffic Safety,,0.95,17262,0,,16.4,13.94,2.46,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Glassdoor Inc,,,,,437686886,,10/12/17,1/18/38,,,USA,,,1001011499,ShareThis > Business & Industrial > Business Operations > Human Resources,,0.95,23304,14,,17.71,15.05,2.66,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,439923528,,11/1/16,1/18/38,,,USA,,,1001013789,ShareThis > Home & Garden > Home Improvement > House Painting & Finishing,,0.95,19678,0,,18.69,15.89,2.8,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,437688359,,11/1/16,1/18/38,,,USA,,,1001014939,ShareThis > Sports > Individual Sports > Running & Walking,,0.95,20361,0,,19.34,16.44,2.9,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,478615974,,5/16/17,1/18/38,,,USA,,,1001326769,ShareThis > Seasonal > Summer > Outdoor Entertainers,,0.95,20726,0,,19.69,16.74,2.95,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Bid Manager Partner 134,,,,,546882489,,2/21/18,1/18/38,,,USA,,,1002851816,ShareThis > Interest from Social Activity > Amtrak > Custom > AA,,1.25,15828,0,,19.79,16.82,2.97,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,HTL,,,,,437687507,,3/22/18,1/18/38,,,USA,,,1001010909,ShareThis > Food & Drink > Food > Organic & Natural Foods,,0.95,26487,15,,20.13,17.11,3.02,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Forbes- DFP,,,,,437688068,,3/19/18,1/18/38,,,USA,,,1001013989,ShareThis > Jobs & Education > Education > Study Abroad,,0.95,26751,23,,20.33,17.28,3.05,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,439922718,,11/1/16,1/18/38,,,USA,,,1001012959,ShareThis > Computers & Electronics > Consumer Electronics > Camera & Photo Equipment,,0.95,21431,0,,20.36,17.31,3.05,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,439923633,,11/1/16,1/18/38,,,USA,,,1001014039,ShareThis > Law & Government > Government > Embassies & Consulates,,0.95,21629,0,,20.55,17.47,3.08,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Bid Manager Advertiser 1061531,,,,,531833828,,12/19/17,1/18/38,,,USA,,,1002660346,ShareThis > ShareThis > Interest from Social Activity > Morgan Stanley > Custom > ESG > 1,,1.25,17364,0,,21.71,18.45,3.26,,,SHARETHIS,,,,,,30-JUN-18
30-JUN-18,394608,Doubleclick,,Google DDP Reseller System Account,,,,,437687780,,11/1/16,1/18/38,,,USA,,,1001010719,ShareThis > Health > Health Foundations & Medical Research,,0.95,22924,0,,21.78,18.51,3.27,,,SHARETHIS,,,,,,30-JUN-18
